Market	QuerySetName	QueryId	Query	Type	Frequency	UserLocation	UserLatLong	UserBoundingBox	TargetLocation	TargetLocationType	TargetLatLong	TargetCircleSizeInMiles
en-us	en-us UnifiedMaps-1410-01	484f2cf9-45bb-5bac-91cf-bb97ef267432	suffloy street, pensacola fl	Address	1	Biloxi ,Mississippi ,United States	30.396,-88.8853	30.54747846,-88.70979309,30.24423873,-89.06135559	Pensacola, FL,United States	PopulatedPlace	30.42084,-87.21724	7
en-us	en-us UnifiedMaps-1410-01	4866649f-331f-5ee0-a8a1-ba13883fefed	17730 old Frederick Rd, Howard, Maryland, United States	Address	1	Gaithersburg ,Maryland ,United States 20877	39.1372,-77.1833	39.89288,-75.81665,37.701207,-78.62915	Maryland	AdminDivision1	38.9527244567871,-76.7012481689453	37
en-us	en-us UnifiedMaps-1410-01	486cb4b4-17aa-5d20-b873-2630340e2cfe	rialto ave & cactus ave ca	Address	1	Euless ,Texas ,United States	32.8371,-97.082	38.3244,-117.488,33.7791,-123.113	ViewPortCenter	PopulatedPlace	36.0845877651754,-120.3005	400
en-us	en-us UnifiedMaps-1410-01	48802dbc-bae5-5981-99a6-3ba167253a06	500eridgerd	Address	1	Mcallen ,Texas ,United States 78503	26.1937,-98.2355	26.2679,-98.114,26.1638,-98.3031	Mcallen,Texas,78503,United States	PopulatedPlace	26.2158616415597,-98.20855	7
en-us	en-us UnifiedMaps-1410-01	48968e3b-d642-5a2f-b137-4b3cc32741fb	1140 A Main Ave, Durango, Colorado 81301	Address	1	Rio Rancho ,New Mexico ,United States 87124	35.2744,-106.664	35.41759369,-106.48773193,35.13057906,-106.83929443	1140 Main Ave, Durango, CO 81301,United States	PopulatedPlace	37.276,-107.87943	2
en-us	en-us UnifiedMaps-1410-01	48b609a0-3cb1-5641-b64b-a8f2b138c4aa	sunset drive, ashburnham, ma	Address	1	Plantsville ,Connecticut ,United States 06479	41.5766,-72.9007	41.707779,-72.72468567,41.44478523,-73.07624817	Sunset Dr, Ashburnham, MA 01430	RoadBlock	42.679067,-71.979143	2
en-us	en-us UnifiedMaps-1410-01	48c84a38-7006-53df-a538-b23552858dc2	709 18TH AVE, Lake Como NJ 07719	Address	1	Bradley Beach ,New Jersey ,United States 07720	40.2021,-74.012	40.17479391,-74.02656963,40.17151103,-74.03121468	709 18th Ave, Lake Como, NJ 07719,United States	PopulatedPlace	40.1702,-74.02881	2
en-us	en-us UnifiedMaps-1410-01	48cb9fbc-a02e-5748-b609-00fcb6cae205	10120 Fairfax Boulevard	Address	1	Fairfax ,Virginia ,United States 22031	38.8601,-77.2593	39.446799,-76.319275,38.352426,-77.725525	10120 Fairfax Blvd, Fairfax, VA 22030,United States	PopulatedPlace	38.86234,-77.29482	2
en-us	en-us UnifiedMaps-1410-01	48f80982-421a-5bc1-8039-3596cc65ac5c	2943 West French, san antonio, tx	Address	1	San Antonio ,Texas ,United States 78201	29.4728,-98.5356	29.4578,-98.5371,29.4498,-98.5508	2943 W French Pl, San Antonio, TX 78228,United States	PopulatedPlace	29.45373,-98.54325	2
en-us	en-us UnifiedMaps-1410-01	49181726-4767-5842-92b6-048e30f4a0da	5 jalan sg 8/15  taman sri gombak, Batu Caves	Address	1	Kuala Lumpur ,Federal Territory Of Kuala Lumpur ,Malaysia 52100	3.10477,101.692	3.28037191,101.86798096,2.92932603,101.51641846	5 Jalan Sg 1/15, Taman Sri Gombak, 68100 Batu Caves, Selangor, Malaysia	PopulatedPlace	3.24027,101.69855	2
en-us	en-us UnifiedMaps-1410-01	491baf89-0a68-544a-a8dd-f3a566af33a2	37094 Vincent Ave, Westland, MI 48186	Address	1	Westland ,Michigan ,United States 48186	42.289,-83.3686	42.42092213,-83.228302,42.16085855,-83.5798645	37094 Vincent Ave, Westland, MI 48186,United States	PopulatedPlace	42.29118,-83.40398	2
en-us	en-us UnifiedMaps-1410-01	49249ae0-2312-5e64-a448-34b3769a6c58	5441 Bass Pl SE, Washington, DC 20019	Address	1	Washington ,District Of Columbia ,United States 20019	38.8927,-76.943	39.02131757,-76.74705505,38.7476573,-77.09861755	5441 Bass Pl SE, Washington, DC 20019,United States	PopulatedPlace	38.88472,-76.92297	2
en-us	en-us UnifiedMaps-1410-01	493a3aca-cc6c-59a5-9d82-d5aedc933484	38 Cotton Ave	Address	1	Albuquerque ,New Mexico ,United States	35.0845,-106.651	34.9682,-104.615,34.9228,-104.715	38 Cotton Ave, Alamogordo, NM 88310,United States	PopulatedPlace	32.91209,-105.96793	2
en-us	en-us UnifiedMaps-1410-01	49449a82-5a67-5fe3-908b-18715b652945	51 Mourilyan harbour Rd, Innisfail, Queensland	Address	1	Brisbane ,Queensland ,Australia 4000	-27.4649,153.024	-27.30894317,153.19953918,-27.62088168,152.84797668	51 Mourilyan Rd, East Innisfail, QLD 4860,Australia	PopulatedPlace	-17.52934,146.03484	2
en-us	en-us UnifiedMaps-1410-01	494fe3b0-f952-570d-b369-b1310186fc87	11811 North Tatum Blvd, Phoenix, Az 95028, United States of America	Address	1	Roseville ,California ,United States 95678	38.7635,-121.28	38.9001178,-121.10366821,38.62599041,-121.45523071	11811 N Tatum Blvd, Phoenix, AZ 85028,United States	PopulatedPlace	33.59475,-111.9792	2
en-us	en-us UnifiedMaps-1410-01	495e3a32-ee9c-5bda-b565-a421d2e8dff9	3023 Thousand Oaks Dr, San Antonio, TX 78247	Address	1	Schertz ,Texas ,United States 78154	29.5892,-98.2939	29.72801116,-98.26309204,29.42225461,-98.61465454	3023 Thousand Oaks Dr, San Antonio, TX 78247,United States	PopulatedPlace	29.57524,-98.43903	2
en-us	en-us UnifiedMaps-1410-01	49782d60-3d0e-546a-9fae-84b8708c00c0	4429 BEECH ST                 , ALGER                         , MI 48610 US	Address	1	Grand Rapids ,Michigan ,United States 49504	42.9803,-85.7091	43.10850273,-85.53337097,42.8513027,-85.88493347	4429 Beech St, Alger, MI 48610,United States	PopulatedPlace	44.09586,-84.27075	2
en-us	en-us UnifiedMaps-1410-01	497f9777-3684-5d05-bfec-41afe7ccf056	15001 potomac heights place, woodbridge, va. 22191	Address	1	Alexandria ,Virginia ,United States 22309	38.7199,-77.1068	38.6907,-77.117,38.5813,-77.3701	ViewPortCenter	PopulatedPlace	38.6360208709518,-77.24355	8
en-us	en-us UnifiedMaps-1410-01	498f99ee-2f85-530c-9351-99bf6354b648	9800 red righbourg rd san antonio tx 782888	Address	1	San Salvador ,San Salvador ,El Salvador 01702	13.7797,-89.2331	13.95006119,-89.05723572,13.60861714,-89.40879822	9800 Fredericksburg Rd, San Antonio, TX 78240,United States	PopulatedPlace	29.54083,-98.57645	2
en-us	en-us UnifiedMaps-1410-01	49bc1196-66ae-5e54-9c7f-e2e132046233	3214 Preble Street Bremerton, Washington 98312	Address	1	Bonney Lake ,Washington ,United States 98391	47.1771,-122.187	47.8835,-122.616,47.8811,-122.627	3214 Preble St, Bremerton, WA 98312,United States	PopulatedPlace	47.55666,-122.65939	2
en-us	en-us UnifiedMaps-1410-01	49cfdfff-db7f-5687-b3f4-a74b39bf10ed	No.5,Dongsheng Rd.,East Dist, Hsinchu, Taiwan	Address	1	San-Ch'Ung ,T'Ai-Wan ,Taiwan 241	25.0667,121.5	25.22544134,121.67564392,24.90699002,121.32408142	Dong Sheng Rd., East District, Hsinchu City, Hsinchu City 300, Taiwan	PopulatedPlace	24.80372,120.98733	2
en-us	en-us UnifiedMaps-1410-01	49dec841-a38b-5358-bb29-3bdca20600b3	2532 Avery Way, Dublin, CA 94568	Address	1	Fremont ,California ,United States	37.5483,-121.989	37.68762409,-121.81297302,37.40889176,-122.16453552	2532 Avery Way, Dublin, CA 94568,United States	PopulatedPlace	37.71415,-121.84894	2
en-us	en-us UnifiedMaps-1410-01	4a08c967-3de2-5f88-9a16-9690f30437e0	8305 nw 200 te	Address	1	Hialeah ,Florida ,United States 33015	25.9372,-80.317	26.0168,-80.3085,26.0142,-80.3122	ViewPortCenter	PopulatedPlace	26.015500007198,-80.31035	5
en-us	en-us UnifiedMaps-1410-01	4a0dac46-ab03-566a-a630-55c5334ff09a	Cetinjska 17, Belgrade, Serbia	Address	1	Beograd ,Beograd ,Serbia 11000	44.8024,20.4656	44.92689068,20.64125061,44.67744217,20.28968811	ViewPortCenter	PopulatedPlace	44.8023012441066,20.46546936	13
en-us	en-us UnifiedMaps-1410-01	4a1e52af-aac3-57c5-9e76-5ed3c6320de2	22724 Hawthorne Blvd, Torrance, CA 90505	Address	1	Torrance ,California ,United States 90505	33.8047,-118.352	33.96728122,-118.17443848,33.67521139,-118.52600098	22724 Hawthorne Blvd, Torrance, CA 90505,United States	PopulatedPlace	33.82162,-118.35023	2
en-us	en-us UnifiedMaps-1410-01	4a233eac-7c24-5637-b3d1-76f1d365707b	1610 W. Becker Lane	Address	1	Avondale ,Arizona ,United States 85392	33.4356,-112.35	33.58201912,-112.17384338,33.28863791,-112.52540588	1610 W Becker Ln, Phoenix, AZ 85029,United States	PopulatedPlace	33.58308,-112.09388	2
en-us	en-us UnifiedMaps-1410-01	4a24fbe1-c862-5e80-b933-e41a11d71c3c	14138 dellwood dr baxter,mn 55425	Address	1	Shoreview ,Minnesota ,United States 55126	45.079,-93.147	46.8827,-92.5159,44.9259,-95.3284	14138 Dellwood Dr, Baxter, MN 56425,United States	PopulatedPlace	46.35643,-94.24386	2
en-us	en-us UnifiedMaps-1410-01	4a29afa8-f297-5483-ac52-fb65223960a4	1220 N Suey Rd	Address	1	Santa Barbara ,California ,United States 93102	34.4208,-119.698	34.4462,-119.786,34.44,-119.792	1220 Suey Rd, Santa Maria, CA 93454,United States	PopulatedPlace	34.96515,-120.40804	2
en-us	en-us UnifiedMaps-1410-01	4a600b31-2c64-57bf-b81a-02f1244f2594	3007 Seabrook Village Dr, Johns Island, SC 29455	Address	1	Mount Pleasant ,South Carolina ,United States 29464	32.8229,-79.8549	32.73877199,-79.98321533,32.44256708,-80.33477783	3007 Seabrook Village Dr, Johns Island, SC 29455,United States	PopulatedPlace	32.59101,-80.1587	2
en-us	en-us UnifiedMaps-1410-01	4a7bbc41-2d2d-5488-94dc-58520ebbf397	407 S FREMONT AVE UNIT 2, tampa fl	Address	1	Odessa ,Florida ,United States 33556	28.1764,-82.5954	28.3309776,-82.41943359,28.02107546,-82.77099609	407 S Fremont Ave, Tampa, FL 33606,United States	PopulatedPlace	27.94045,-82.47918	2
en-us	en-us UnifiedMaps-1410-01	4a80dfa2-4af7-51ef-bffa-619b3407c854	1970 glendale  los angels ca	Address	1	Tacoma ,Washington ,United States	47.2529,-122.444	47.3718496,-122.26821899,47.13322071,-122.61978149	1970 Glendale Blvd, Los Angeles, CA 90039,United States	PopulatedPlace	34.09167,-118.25848	2
en-us	en-us UnifiedMaps-1410-01	4a985516-58db-578d-bc61-944334d305a2	Denkmalstrasse 6006 Löwenplatz, Swiesland	Address	1	Pleasanton ,California ,United States 94566	37.6543,-121.855	37.79350762,-121.67907715,37.51517246,-122.03063965	Switzerland	CountryRegion	46.8038,8.22285	110
en-us	en-us UnifiedMaps-1410-01	4aa84e24-6997-5456-9df3-1aae10b78a24	300 Brannan san fancisco ca	Address	1	Los Angeles ,California ,United States	34.0522,-118.244	34.3491,-118.044,33.7666,-118.747	300 Brannan St, San Francisco, CA 94107,United States	PopulatedPlace	37.7816,-122.39243	2
en-us	en-us UnifiedMaps-1410-01	4ae804e5-e457-5740-9d40-78c9a29d2eaa	6791 W. Indiantown Rd.  Jupiter, FL 33458	Address	1	Ashburn ,Virginia ,United States	39.0437,-77.4875	39.18011074,-77.31147766,38.90706436,-77.66304016	6791 W Indiantown Rd, Jupiter, FL 33458,United States	PopulatedPlace	26.93487,-80.13919	2
en-us	en-us UnifiedMaps-1410-01	4af235c0-74e1-593f-ba43-8d8a5d73d3bc	Al Balad Jiddah 22233, Saudi Arabiapakistan	Address	1	Jiddah ,Mecca ,Saudi Arabia	21.5169,39.2192	21.48456801,39.18518035,21.48316284,39.18151645	ViewPortCenter	PopulatedPlace	21.4838654266954,39.1833484	1
en-us	en-us UnifiedMaps-1410-01	4afd8b51-0e8a-5167-a338-d2dbce14e5bc	9505 North IH 35, Ste. 200, New Braunfels, TX 78130	Address	1	New Braunfels ,Texas ,United States 78130	29.7044,-98.0742	29.85672394,-97.89848328,29.55135856,-98.25004578	9505 I-35 N, New Braunfels, TX 78130,United States	PopulatedPlace	29.79832,-98.01764	2
en-us	en-us UnifiedMaps-1410-01	4b0f1b01-fa6a-5aa2-824b-fdf957b76021	706 SW Port Saint Luice	Address	1	Port Saint Lucie ,Florida ,United States 34952	27.2949,-80.2972	27.3561,-80.2156,27.2412,-80.4501	706 SW Port St Lucie Blvd, Port St Lucie, FL 34953,United States	PopulatedPlace	27.26831,-80.36869	2
en-us	en-us UnifiedMaps-1410-01	4b54b4c4-f55b-5b33-a04b-37ea1e06b0bd	458 Treemont Ave SW	Address	1	Palm Bay ,Florida ,United States 32907	28.0179,-80.701	85.0511,125.823,-19.3111,125.823	458 Treemont Ave SW, Palm Bay, FL 32908,United States	PopulatedPlace	27.98912,-80.67945	2
en-us	en-us UnifiedMaps-1410-01	4b66d03f-2ed5-54e6-b8c9-dd73140050fa	3019Gregory Wilmette IL 60091	Address	1	Boca Raton ,Florida ,United States 33428	26.3484,-80.2187	42.07687432,-87.7476964,42.06411561,-87.75666571	3019 Gregory Ave, Wilmette, IL 60091,United States	PopulatedPlace	42.07001,-87.7509	2
en-us	en-us UnifiedMaps-1410-01	4b6781f6-e9f2-5064-8e10-57838e69b89b	6715 Commerce St, VA 22150	Address	1	Richmond ,Virginia ,United States	37.5538,-77.4603	38.91614728,-77.00111389,38.6420816,-77.35267639	6715 Commerce St, Springfield, VA 22150,United States	PopulatedPlace	38.77946,-77.17717	2
en-us	en-us UnifiedMaps-1410-01	4b79e77b-408c-5ded-80aa-8073c1d84d73	4910 Van Nuys Blvd. Suite 301, Sherman Oaks, California	Address	1	Orange ,California ,United States 92866	33.7846,-117.843	33.93082707,-117.66769409,33.63863258,-118.01925659	4910 Van Nuys Blvd, Sherman Oaks, CA 91403,United States	PopulatedPlace	34.15972,-118.44774	2
en-us	en-us UnifiedMaps-1410-01	4b90e159-5c9d-5379-9380-351a1b6cb346	1350 sonny dr leander texas	Address	1	Austin ,Texas ,United States	30.2672,-97.7431	30.4190719,-97.56752014,30.11543367,-97.91908264	Sonny Dr, Leander, TX 78641,United States	PopulatedPlace	30.56799,-97.85159	2
en-us	en-us UnifiedMaps-1410-01	4ba99872-a531-5f42-8e4c-fb9da2c5e177	442 SCENIC DR daisytown pa 15427.	Address	1	Johnstown ,Pennsylvania ,United States	40.3267,-78.922	40.0677,-79.9546,40.058,-79.9786	442 Scenic Dr, Daisytown, PA 15427,United States	PopulatedPlace	40.06463,-79.96457	2
en-us	en-us UnifiedMaps-1410-01	4be5265c-b595-550c-abcc-10bb28b3c77c	263 BRUSHY DRIVE, LEXINGTON, NC, 27295,	Address	1	Murfreesboro ,Tennessee ,United States	35.8456,-86.3903	35.98800748,-86.21452332,35.70303193,-86.56608582	263 Brushy Dr, Lexington, NC 27295	Address	35.810791015625,-80.2978363037109	2
en-us	en-us UnifiedMaps-1410-01	4c15330d-211c-54da-989c-80d295b7de7d	425 dahlia terrace  Eagle Point, OR	Address	1	Oakdale ,California ,United States 95361	37.8034,-120.746	38.71712604,-121.31446838,38.4422957,-121.66603088	425 Dahlia Terrace, Eagle Point, OR 97524,United States	PopulatedPlace	42.47842,-122.82471	2
en-us	en-us UnifiedMaps-1410-01	4c271bd8-0315-5141-9c3e-84e87b27b77a	Piet Heinkade 27 1019 BR Amsterdam, Amsterdam,  , Netherlands	Address	1	San Diego ,California ,United States	32.7153,-117.157	32.86286263,-116.98173523,32.56706921,-117.33329773	Piet Heinkade 27, 1019 BR Amsterdam, Netherlands	PopulatedPlace	52.37781,4.91533	2
en-us	en-us UnifiedMaps-1410-01	4c924b51-cb0c-509a-b4b4-fe5f2421d727	209 Remoda Lane	Address	1	Little Elm ,Texas ,United States 75068	33.1585,-96.9761	32.9209,-97.3215,32.9056,-97.3447	209 Remuda Ct N, Fort Worth, TX 76108,United States	PopulatedPlace	32.78838,-97.56551	2
en-us	en-us UnifiedMaps-1410-01	4cb26f23-1bcb-598c-8be0-920c5a80c078	euclid brooklyn	Address	1	Brooklyn ,New York ,United States 11212	40.6643,-73.915	40.6852,-73.8626,40.6759,-73.8844	Euclid Ave, Brooklyn, NY 11208,United States	PopulatedPlace	40.68213,-73.87384	2
en-us	en-us UnifiedMaps-1410-01	4cec9df4-571c-5ddc-bacf-9ca622a47297	ft worth terrel ave 1401	Address	1	Fort Worth ,Texas ,United States 76133	32.6586,-97.3842	33.3144631,-107.06863403,33.020179,-107.42019653	ViewPortCenter	PopulatedPlace	33.1674445346122,-107.24441528	15
en-us	en-us UnifiedMaps-1410-01	4d244117-b9c4-5cc4-8cea-98a2a5b3f908	buchanan valley rd 17353	Address	1	Orrtanna ,Pennsylvania ,United States 17353	39.8914,-77.3918	40.02603705,-77.21603394,39.75629639,-77.56759644	Buchanan Valley Rd, Orrtanna, PA 17353,United States	PopulatedPlace	39.93024,-77.39359	2
en-us	en-us UnifiedMaps-1410-01	4d249b2a-02f7-5460-8250-a70bf92c9fef	42/32 Nguyễn Giản Thanh,P15, Q10, Ho Chi Minh City, Vietnam	Address	1	Ha Noi ,Ha Noi ,Viet Nam 10000	21.0186,105.848	21.18249102,106.02355957,20.85432022,105.67199707	DUONG Nguyen Gian Thanh, Ho Chi Minh City, Vietnam	PopulatedPlace	10.78284,106.66346	2
en-us	en-us UnifiedMaps-1410-01	4d34e5e0-1389-523f-b46f-d8cef52a47c6	w1199 Spleas skoney rd east troy, wi	Address	1	Mukwonago ,Wisconsin ,United States 53149	42.8886,-88.333	43.01719941,-88.15704346,42.75961698,-88.50860596	W1199 Spleas Skoney Rd, East Troy, WI 53120,United States	PopulatedPlace	42.81526,-88.36205	2
en-us	en-us UnifiedMaps-1410-01	4d5123de-0921-553b-a195-6110f7df917b	Shady Glen Road | East Durham, NY 12423	Address	1	Brooklyn ,New York ,United States 11203	40.6485,-73.9339	40.7815813,-73.75808716,40.51484319,-74.10964966	Shady Glen Rd, East Durham, NY 12423	RoadBlock	42.385524,-74.139298	2
en-us	en-us UnifiedMaps-1410-01	4d59e59e-7306-53b4-93bc-400757289193	109 Red Coat Ct. 29680	Address	1	Spartanburg ,South Carolina ,United States 29302	34.8822,-81.8511	34.6963,-82.4568,34.6866,-82.4767	109 Redcoat Ct, Simpsonville, SC 29680,United States	PopulatedPlace	34.66664,-82.31041	2
en-us	en-us UnifiedMaps-1410-01	4d844a24-dfb8-5f91-a555-28139f4883e0	38-2, Oguchi-dori , Kanagawa-ku Yokohama-shi Japan	Address	1	East Wenatchee ,Washington ,United States 98802	47.494,-120.196	47.4826,-120.285,47.4652,-120.308	ViewPortCenter	PopulatedPlace	47.473900720172,-120.2965	2
en-us	en-us UnifiedMaps-1410-01	4d94ea4f-e344-55e4-8f2c-58e0ef7e0831	1171 Oak street Califorina	Address	1	Baton Rouge ,Louisiana ,United States 70802	30.4491,-91.1031	30.6006849,-90.92697144,30.29761075,-91.27853394	1171 Oak St, California, MO 65018,United States	PopulatedPlace	38.62101,-92.56675	2
en-us	en-us UnifiedMaps-1410-01	4d9a396d-5c33-59fc-9fe1-009f72abb19e	322 West Armitage Avenue Chicago, IL 60614	Address	1	Collinsville ,Illinois ,United States 62234	38.6918,-89.9911	38.00211467,-86.82701111,37.72456478,-87.17857361	322 W Armitage Ave, Chicago, IL 60614,United States	PopulatedPlace	41.91859,-87.63744	2
en-us	en-us UnifiedMaps-1410-01	4db11c4e-cea8-5be7-a92e-421fe27443a2	2246 s. guthrie rd golden valley az	Address	1	Golden Valley ,Arizona ,United States 86413	35.138,-114.253	35.229,-114.151,35.1048,-114.425	2246 S Guthrie Rd, Golden Valley, AZ 86413,United States	PopulatedPlace	35.16306,-114.32377	2
en-us	en-us UnifiedMaps-1410-01	4dbe1ee6-e776-5326-97d6-3cb72b963050	7 CRANBERRY LN CHESHIRE, CT 06410-3504	Address	1	Austin ,Texas ,United States	30.2672,-97.7431	30.4190719,-97.56752014,30.11543367,-97.91908264	7 Cranberry Ln, Cheshire, CT 06410,United States	PopulatedPlace	41.4709,-72.93111	2
en-us	en-us UnifiedMaps-1410-01	4ddc346b-aee2-5ce5-a41f-b297d6195a8e	26000 Greenfield Road Oak Park, MI 48237	Address	1	Makati City ,National Capital Region ,Philippines 0700	14.5667,121.033	42.4151,-83.285,42.4135,-83.2869	26000 Greenfield Rd, Oak Park, MI 48075,United States	PopulatedPlace	42.48258,-83.20198	2
en-us	en-us UnifiedMaps-1410-01	4df0102b-0d67-5801-8c1b-062d4001d56b	15 Sweet Briar Dr, Smithtown, NY 11787	Address	1	Port Jefferson Station ,New York ,United States 11776	40.913,-73.0432	40.9835266,-73.02955627,40.71759895,-73.38111877	15 Sweetbriar Dr, Smithtown, NY 11787,United States	PopulatedPlace	40.8507,-73.20542	2
en-us	en-us UnifiedMaps-1410-01	4df344d3-0ab1-558a-8f5a-203f0feda9f0	2947 Gallows Rd., FALLS CHURCH, VA, 22042-1024	Address	1	Potomac ,Maryland ,United States 20854	39.0274,-77.2365	39.16360866,-77.06085205,38.89049838,-77.41241455	2947 Gallows Rd, Falls Church, VA 22042,United States	PopulatedPlace	38.87017,-77.22623	2
en-us	en-us UnifiedMaps-1410-01	4df415d6-6a19-55b2-8382-25f3d8a9c417	3559Lower Honoapiilani Rd	Address	1	Portland ,Oregon ,United States 97239	45.4883,-122.691	20.983,-156.582,20.871,-156.765	3559 Lower Honoapiilani Rd, Lahaina, HI 96761,United States	PopulatedPlace	20.95218,-156.68723	2
en-us	en-us UnifiedMaps-1410-01	4e12f9ce-9d8a-501a-b860-99382c4f0d73	Gran Via de los Cortes Catalanes and Carrer de la Marina	Address	1	Fountain Hills ,Arizona ,United States	33.6117,-111.717	33.75802769,-111.54144287,33.46524393,-111.89300537	Gran Via de les Corts Catalanes	PopulatedPlace	41.38889,2.17111	2
en-us	en-us UnifiedMaps-1410-01	4e45f060-9959-5b92-a4af-97f4fec043dd	wilson hill road, delaware,township, pa	Address	1	New York ,New York ,United States 10020	40.7589,-73.979	40.8917153,-73.80340576,40.62541877,-74.15496826	Wilson Hill Rd, Delaware Township, PA 18328,United States	PopulatedPlace	41.20819,-74.89566	4
en-us	en-us UnifiedMaps-1410-01	4e4a4a02-11d5-51b9-a60c-d1284efc494a	201 Freeman St, Brookline, MA, 02446	Address	1	New York ,New York ,United States	40.7143,-74.006	40.84757977,-73.83018494,40.58110616,-74.18174744	201 Freeman St, Brookline, MA 02446,United States	PopulatedPlace	42.34795,-71.11888	2
en-us	en-us UnifiedMaps-1410-01	4e59d5a1-b1bf-56ba-947e-7b10ddf11d88	3709 Rosedale Highway Bakersfield CA	Address	1	Pauma Valley ,California ,United States 92061	33.3043,-116.924	37.4654,-114.323,33.7483,-122.592	3709 Rosedale Hwy, Bakersfield, CA 93308,United States	PopulatedPlace	35.38312,-119.04925	2
en-us	en-us UnifiedMaps-1410-01	4e6afd55-c7eb-5dc9-91e7-57308bcf157c	12424 W PROSPECT DR 53151	Address	1	Syracuse ,New York ,United States	43.0481,-76.1474	43.02008751,-88.05014277,43.00650018,-88.08683538	12424 W Prospect Dr, New Berlin, WI 53151,United States	PopulatedPlace	43.01329,-88.06849	2
en-us	en-us UnifiedMaps-1410-01	4e9a9076-25e4-5f34-9c0d-b96d8ded248d	2808 34th Avenue NE  St Anthony, MN 55418	Address	1	Big Lake ,Minnesota ,United States 55309	45.344,-93.753	45.46735443,-93.5774231,45.22025894,-93.9289856	2808 34th Ave NE, St Anthony, MN 55418,United States	PopulatedPlace	45.02929,-93.22066	2
en-us	en-us UnifiedMaps-1410-01	4ed1a9a5-fced-5392-a0d6-e6929f784c53	21752 State Road 54, Lutz, FL	Address	1	Atlanta ,Georgia ,United States	33.749,-84.388	35.404,-89.5876,34.8897,-90.5077	21752 State Road 54, Lutz, FL 33549,United States	PopulatedPlace	28.18724,-82.45687	2
en-us	en-us UnifiedMaps-1410-01	4ed4b267-72a0-5a48-a97a-cf5eecc97eea	almond road ames iowa	Address	1	Urbandale ,Iowa ,United States	41.6267,-93.7122	41.75799552,-93.53622437,41.49520674,-93.88778687	Almond Rd, Ames, IA 50014,United States	PopulatedPlace	42.05565,-93.65265	2
en-us	en-us UnifiedMaps-1410-01	4ee587eb-bad0-54ee-a10f-71c14565ad67	1090 South Hamilton Road  Columbus,  OH  43227	Address	1	Columbus ,Ohio ,United States 43204	39.9641,-83.0846	41.42316401,-81.42173767,41.15901222,-81.77330017	1090 S Hamilton Rd, Columbus, OH 43227,United States	PopulatedPlace	39.95407,-82.87702	2
en-us	en-us UnifiedMaps-1410-01	4f043271-3533-51cd-971d-2d7fc41cc71a	5414 livingston 21745	Address	1	Fairfax ,Virginia ,United States 22030	38.8357,-77.3375	38.97275578,-77.16178894,38.6989082,-77.51335144	5414 Livingston Rd, Indian Head, MD 20640,United States	PopulatedPlace	38.8359637033911,-77.33757019	21
en-us	en-us UnifiedMaps-1410-01	4f4bc136-9bd3-5650-8172-aa152d8f3058	5333 Bella Place, Midland, TX , United States of America	Address	1	Midland ,Texas ,United States 79705	32.0269,-102.101	32.17561248,-101.92497253,31.87755764,-102.27653503	5333 Bella Pl, Midland, TX 79707,United States	PopulatedPlace	32.05561,-102.17171	2
en-us	en-us UnifiedMaps-1410-01	4f7d1efb-6496-5f23-afcf-b56f1f020f3a	173 N 121ST STREET, WAUWATOSA, WI	Address	1	Campbell ,California ,United States 95008	37.2803,-121.957	43.0994,-87.9281,43.0911,-87.9475	173 N 121st St, Wauwatosa, WI 53226,United States	PopulatedPlace	43.03214,-88.06291	2
en-us	en-us UnifiedMaps-1410-01	4f7ecd8f-b29e-5638-bc8a-a0757e564119	15056 Wabash Ave, South Holland, IL 60473	Address	1	Crown Point ,Indiana ,United States	41.417,-87.3653	41.75236093,-87.44018555,41.48954914,-87.79174805	15056 Wabash Ave, South Holland, IL 60473,United States	PopulatedPlace	41.6211,-87.61618	2
en-us	en-us UnifiedMaps-1410-01	4f815efd-a23d-51f6-bbf3-bf527feb7d9a	1860 grand caillou road	Address	1	Houma ,Louisiana ,United States 70364	29.6333,-90.6732	29.78583321,-90.49713135,29.48025219,-90.84869385	1860 Grand Caillou Rd, Houma, LA 70363,United States	PopulatedPlace	29.56158,-90.68344	2
en-us	en-us UnifiedMaps-1410-01	4f9810bd-8ce4-52b8-b481-ed193ae53aed	7206 Fossil Lake Dr	Address	1	Flower Mound ,Texas ,United States 75022	33.029,-97.1123	33.0958,-96.9236,32.9871,-97.159	7206 Fossil Lake Dr, Arlington, TX 76002,United States	PopulatedPlace	32.62534,-97.10377	2
en-us	en-us UnifiedMaps-1410-01	4fa541d4-a995-5c47-a59c-13291dae5423	50 old farm road bridgehampton	Address	1	East Hampton ,New York ,United States 11937	40.9756,-72.2031	41.10833,-72.02705383,40.84290488,-72.37861633	50 Old Farm Rd, Bridgehampton, NY 11932,United States	PopulatedPlace	40.951,-72.2874	2
en-us	en-us UnifiedMaps-1410-01	4ff3279a-f945-5bc8-bd0e-88dbd570b1fb	Maria Rosetti nr. 13 sector 2, 020481 Bucharest, Romania	Address	1	Bucuresti ,Bucuresti ,Romania 70000	44.4333,26.1	44.55867416,26.27586365,44.30763532,25.92430115	Strada Maria Rosetti 13, 020481 Bucharest, Romania	Address	44.4421616,26.1068592	2
